winnerteamid,localtime,tz,date,id,agoals,hteam,ateam,hgoals,updated,is_grand_final,abehinds,complete,ateamid,hteamid,roundname,hbehinds,unixtime,venue,winner,ascore,round,year,is_final,hscore,timestr,season
5.0,2014-07-05 19:10:00,+10:00,2014-07-05 19:40:00,2462,8,Port Adelaide,Essendon,7,2018-06-26 12:17:57,0,14,100,5,13,Round 16,18,1404553200,Adelaide Oval,Essendon,62,16,2014,0,60,Full Time,2014
3.0,2014-07-06 13:10:00,+10:00,2014-07-06 13:10:00,2463,10,Carlton,St Kilda,24,2018-06-26 12:17:57,0,6,100,15,3,Round 16,7,1404616200,Docklands,Carlton,66,16,2014,0,151,Full Time,2014
16.0,2014-07-06 13:20:00,+10:00,2014-07-06 15:20:00,2464,10,West Coast,Sydney,7,2018-06-26 12:17:57,0,19,100,16,17,Round 16,9,1404624000,Subiaco,Sydney,79,16,2014,0,51,Full Time,2014
7.0,2014-07-06 16:40:00,+10:00,2014-07-06 16:40:00,2465,7,Geelong,Western Bulldogs,10,2018-06-26 12:17:57,0,14,100,18,7,Round 16,9,1404628800,GMHBA Stadium,Geelong,56,16,2014,0,69,Full Time,2014
10.0,2014-07-11 19:20:00,+10:00,2014-07-11 19:50:00,2466,15,Adelaide,Hawthorn,14,2018-06-26 12:17:57,0,14,100,10,1,Round 17,8,1405072200,Adelaide Oval,Hawthorn,104,17,2014,0,92,Full Time,2014
7.0,2014-07-12 13:45:00,+10:00,2014-07-12 13:45:00,2467,14,Melbourne,Geelong,5,2018-06-26 12:17:57,0,18,100,7,11,Round 17,6,1405136700,M.C.G.,Geelong,102,17,2014,0,36,Full Time,2014
12.0,2014-07-12 14:10:00,+10:00,2014-07-12 14:10:00,2468,3,North Melbourne,St Kilda,13,2018-06-26 12:17:57,0,15,100,15,12,Round 17,14,1405138200,Bellerive Oval,North Melbourne,33,17,2014,0,92,Full Time,2014
18.0,2014-07-12 16:40:00,+10:00,2014-07-12 16:40:00,2469,9,Western Bulldogs,Gold Coast,13,2018-06-26 12:17:57,0,12,100,8,18,Round 17,16,1405147200,Cazaly's Stadium,Western Bulldogs,66,17,2014,0,94,Full Time,2014
17.0,2014-07-12 19:40:00,+10:00,2014-07-12 19:40:00,2470,11,Brisbane Lions,West Coast,9,2018-06-26 12:17:57,0,10,100,17,2,Round 17,10,1405158000,Gabba,West Coast,76,17,2014,0,64,Full Time,2014
16.0,2014-07-12 19:40:00,+10:00,2014-07-12 19:40:00,2471,7,Sydney,Carlton,18,2018-06-26 12:17:57,0,9,100,3,16,Round 17,14,1405158000,S.C.G.,Sydney,51,17,2014,0,122,Full Time,2014
14.0,2014-07-13 13:10:00,+10:00,2014-07-13 13:10:00,2472,16,Richmond,Port Adelaide,19,2018-06-26 12:17:57,0,10,100,13,14,Round 17,12,1405221000,Docklands,Richmond,106,17,2014,0,126,Full Time,2014
5.0,2014-07-13 15:20:00,+10:00,2014-07-13 15:20:00,2473,5,Essendon,Collingwood,16,2018-06-26 12:17:57,0,9,100,4,5,Round 17,7,1405228800,M.C.G.,Essendon,39,17,2014,0,103,Full Time,2014
6.0,2014-07-13 14:40:00,+10:00,2014-07-13 16:40:00,2474,9,Fremantle,Greater Western Sydney,21,2018-06-26 12:17:57,0,6,100,9,6,Round 17,10,1405233600,Subiaco,Fremantle,60,17,2014,0,136,Full Time,2014
3.0,2014-07-18 19:50:00,+10:00,2014-07-18 19:50:00,2484,13,Carlton,North Melbourne,16,2018-06-26 12:17:57,0,8,100,12,3,Round 18,13,1405677000,Docklands,Carlton,86,18,2014,0,109,Full Time,2014
15.0,2014-07-19 16:40:00,+10:00,2014-07-19 16:40:00,2485,9,St Kilda,Fremantle,17,2018-06-26 12:17:57,0,6,100,6,15,Round 18,16,1405752000,Docklands,St Kilda,60,18,2014,0,118,Full Time,2014
7.0,2014-07-19 19:40:00,+10:00,2014-07-19 19:40:00,2486,13,Greater Western Sydney,Geelong,12,2018-06-26 12:17:57,0,16,100,7,9,Round 18,15,1405762800,Sydney Showground,Geelong,94,18,2014,0,87,Full Time,2014
13.0,2014-07-20 12:40:00,+10:00,2014-07-20 13:10:00,2487,10,Port Adelaide,Melbourne,10,2018-06-26 12:17:57,0,9,100,11,13,Round 18,12,1405825800,Adelaide Oval,Port Adelaide,69,18,2014,0,72,Full Time,2014
5.0,2014-07-20 16:40:00,+10:00,2014-07-20 16:40:00,2488,15,Western Bulldogs,Essendon,14,2018-06-26 12:17:57,0,11,100,5,18,Round 18,10,1405838400,Docklands,Essendon,101,18,2014,0,94,Full Time,2014
14.0,2014-07-25 18:40:00,+10:00,2014-07-25 20:40:00,2489,8,West Coast,Richmond,6,2018-06-26 12:17:57,0,11,100,14,17,Round 18,6,1406284800,Subiaco,Richmond,59,18,2014,0,42,Full Time,2014
2.0,2014-07-26 16:40:00,+10:00,2014-07-26 16:40:00,2490,8,Brisbane Lions,Gold Coast,16,2018-06-26 12:17:57,0,8,100,8,2,Round 18,14,1406356800,Gabba,Brisbane Lions,56,18,2014,0,110,Full Time,2014
10.0,2014-07-26 19:40:00,+10:00,2014-07-26 19:40:00,2491,13,Hawthorn,Sydney,15,2018-06-26 12:17:57,0,16,100,16,10,Round 18,14,1406367600,M.C.G.,Hawthorn,94,18,2014,0,104,Full Time,2014
1.0,2014-07-27 16:40:00,+10:00,2014-07-27 16:40:00,2492,14,Collingwood,Adelaide,12,2018-06-26 12:17:57,0,14,100,1,4,Round 18,10,1406443200,M.C.G.,Adelaide,98,18,2014,0,82,Full Time,2014
6.0,2014-07-31 18:10:00,+10:00,2014-07-31 20:10:00,2493,11,Fremantle,Carlton,12,2018-06-26 12:17:57,0,12,100,3,6,Round 19,11,1406801400,Subiaco,Fremantle,78,19,2014,0,83,Full Time,2014
16.0,2014-08-01 19:50:00,+10:00,2014-08-01 19:50:00,2494,8,Sydney,Essendon,11,2018-06-26 12:17:57,0,9,100,5,16,Round 19,13,1406886600,S.C.G.,Sydney,57,19,2014,0,79,Full Time,2014
17.0,2014-08-02 13:10:00,+10:00,2014-08-02 13:40:00,2505,20,Adelaide,West Coast,16,2018-06-26 12:17:58,0,16,100,17,1,Round 19,9,1406950800,Adelaide Oval,West Coast,136,19,2014,0,105,Full Time,2014
14.0,2014-08-02 16:40:00,+10:00,2014-08-02 16:40:00,2506,8,Richmond,Greater Western Sydney,13,2018-06-26 12:17:58,0,14,100,9,14,Round 19,11,1406961600,M.C.G.,Richmond,62,19,2014,0,89,Full Time,2014
8.0,2014-08-02 19:40:00,+10:00,2014-08-02 19:40:00,2507,9,Gold Coast,St Kilda,17,2018-06-26 12:17:58,0,10,100,15,8,Round 19,15,1406972400,Carrara,Gold Coast,64,19,2014,0,117,Full Time,2014
7.0,2014-08-02 19:40:00,+10:00,2014-08-02 19:40:00,2508,16,North Melbourne,Geelong,10,2018-06-26 12:17:58,0,15,100,7,12,Round 19,19,1406972400,Docklands,Geelong,111,19,2014,0,79,Full Time,2014
2.0,2014-08-03 13:10:00,+10:00,2014-08-03 13:10:00,2509,11,Melbourne,Brisbane Lions,6,2018-06-26 12:17:58,0,8,100,2,11,Round 19,15,1407035400,Docklands,Brisbane Lions,74,19,2014,0,51,Full Time,2014
10.0,2014-08-03 15:20:00,+10:00,2014-08-03 15:20:00,2510,6,Hawthorn,Western Bulldogs,16,2018-06-26 12:17:58,0,9,100,18,10,Round 19,11,1407043200,University of Tasmania Stadium,Hawthorn,45,19,2014,0,107,Full Time,2014
4.0,2014-08-03 16:40:00,+10:00,2014-08-03 16:40:00,2511,10,Collingwood,Port Adelaide,11,2018-06-26 12:17:58,0,10,100,13,4,Round 19,10,1407048000,M.C.G.,Collingwood,70,19,2014,0,76,Full Time,2014
14.0,2014-08-08 19:50:00,+10:00,2014-08-08 19:50:00,2512,11,Richmond,Essendon,14,2018-06-26 12:17:58,0,11,100,5,14,Round 20,11,1407491400,M.C.G.,Richmond,77,20,2014,0,95,Full Time,2014
12.0,2014-08-09 13:45:00,+10:00,2014-08-09 13:45:00,2513,19,Greater Western Sydney,North Melbourne,7,2018-06-26 12:17:58,0,12,100,12,9,Round 20,9,1407555900,UNSW Canberra Oval,North Melbourne,126,20,2014,0,51,Full Time,2014
3.0,2014-08-09 14:10:00,+10:00,2014-08-09 14:10:00,2514,8,Carlton,Gold Coast,14,2018-06-26 12:17:58,0,10,100,8,3,Round 20,13,1407557400,Docklands,Carlton,58,20,2014,0,97,Full Time,2014
10.0,2014-08-09 16:40:00,+10:00,2014-08-09 16:40:00,2527,9,Hawthorn,Melbourne,17,2018-06-26 12:17:58,0,11,100,11,10,Round 20,13,1407566400,M.C.G.,Hawthorn,65,20,2014,0,115,Full Time,2014
7.0,2014-08-09 19:40:00,+10:00,2014-08-09 19:40:00,2529,11,Geelong,Fremantle,12,2018-06-26 12:17:58,0,13,100,6,7,Round 20,9,1407577200,GMHBA Stadium,Geelong,79,20,2014,0,81,Full Time,2014
16.0,2014-08-09 19:10:00,+10:00,2014-08-09 19:40:00,2528,12,Port Adelaide,Sydney,7,2018-06-26 12:17:58,0,12,100,16,13,Round 20,16,1407577200,Adelaide Oval,Sydney,84,20,2014,0,58,Full Time,2014
1.0,2014-08-10 13:10:00,+10:00,2014-08-10 13:10:00,2530,25,Brisbane Lions,Adelaide,9,2018-06-26 12:17:58,0,18,100,1,2,Round 20,9,1407640200,Gabba,Adelaide,168,20,2014,0,63,Full Time,2014
18.0,2014-08-10 15:20:00,+10:00,2014-08-10 15:20:00,2531,18,St Kilda,Western Bulldogs,15,2018-06-26 12:17:58,0,14,100,18,15,Round 20,9,1407648000,Docklands,Western Bulldogs,122,20,2014,0,99,Full Time,2014
17.0,2014-08-10 14:40:00,+10:00,2014-08-10 16:40:00,2532,10,West Coast,Collingwood,19,2018-06-26 12:17:58,0,6,100,4,17,Round 20,12,1407652800,Subiaco,West Coast,66,20,2014,0,126,Full Time,2014
7.0,2014-08-15 19:50:00,+10:00,2014-08-15 19:50:00,2533,11,Carlton,Geelong,11,2018-06-26 12:17:58,0,16,100,7,3,Round 21,10,1408096200,Docklands,Geelong,82,21,2014,0,76,Full Time,2014
16.0,2014-08-16 13:45:00,+10:00,2014-08-16 13:45:00,2534,8,Sydney,St Kilda,19,2018-06-26 12:17:58,0,8,100,15,16,Round 21,13,1408160700,S.C.G.,Sydney,56,21,2014,0,127,Full Time,2014
13.0,2014-08-16 14:10:00,+10:00,2014-08-16 14:10:00,2546,7,Gold Coast,Port Adelaide,7,2018-06-26 12:17:58,0,14,100,13,8,Round 21,5,1408162200,Carrara,Port Adelaide,56,21,2014,0,47,Full Time,2014
5.0,2014-08-16 16:40:00,+10:00,2014-08-16 16:40:00,2547,11,Essendon,West Coast,11,2018-06-26 12:17:58,0,8,100,17,5,Round 21,11,1408171200,Docklands,Essendon,74,21,2014,0,77,Full Time,2014
14.0,2014-08-16 19:10:00,+10:00,2014-08-16 19:40:00,2549,10,Adelaide,Richmond,9,2018-06-26 12:17:58,0,19,100,14,1,Round 21,15,1408182000,Adelaide Oval,Richmond,79,21,2014,0,69,Full Time,2014
2.0,2014-08-16 19:40:00,+10:00,2014-08-16 19:40:00,2548,18,Collingwood,Brisbane Lions,8,2018-06-26 12:17:58,0,15,100,2,4,Round 21,8,1408182000,M.C.G.,Brisbane Lions,123,21,2014,0,56,Full Time,2014
12.0,2014-08-17 13:10:00,+10:00,2014-08-17 13:10:00,2550,8,North Melbourne,Western Bulldogs,17,2018-06-26 12:17:58,0,13,100,18,12,Round 21,9,1408245000,Docklands,North Melbourne,61,21,2014,0,111,Full Time,2014
9.0,2014-08-17 15:20:00,+10:00,2014-08-17 15:20:00,2551,15,Melbourne,Greater Western Sydney,3,2018-06-26 12:17:58,0,8,100,9,11,Round 21,16,1408252800,M.C.G.,Greater Western Sydney,98,21,2014,0,34,Full Time,2014
6.0,2014-08-17 14:40:00,+10:00,2014-08-17 16:40:00,2552,13,Fremantle,Hawthorn,17,2018-06-26 12:17:58,0,13,100,10,6,Round 21,8,1408257600,Subiaco,Fremantle,91,21,2014,0,110,Full Time,2014
13.0,2014-08-22 19:20:00,+10:00,2014-08-22 19:50:00,2553,5,Port Adelaide,Carlton,20,2018-06-26 12:17:58,0,7,100,3,13,Round 22,20,1408701000,Adelaide Oval,Port Adelaide,37,22,2014,0,140,Full Time,2014
12.0,2014-08-23 13:45:00,+10:00,2014-08-23 13:45:00,2554,13,North Melbourne,Adelaide,14,2018-06-26 12:17:58,0,16,100,1,12,Round 22,17,1408765500,Bellerive Oval,North Melbourne,94,22,2014,0,101,Full Time,2014
5.0,2014-08-23 14:10:00,+10:00,2014-08-23 14:10:00,2557,13,Essendon,Gold Coast,16,2018-06-26 12:17:58,0,11,100,8,5,Round 22,12,1408767000,Docklands,Essendon,89,22,2014,0,108,Full Time,2014
4.0,2014-08-23 16:40:00,+10:00,2014-08-23 16:40:00,2558,11,Greater Western Sydney,Collingwood,9,2018-06-26 12:17:58,0,9,100,4,9,Round 22,13,1408776000,Sydney Showground,Collingwood,75,22,2014,0,67,Full Time,2014
10.0,2014-08-23 19:40:00,+10:00,2014-08-23 19:40:00,2559,11,Hawthorn,Geelong,14,2018-06-26 12:17:58,0,5,100,7,10,Round 22,10,1408786800,M.C.G.,Hawthorn,71,22,2014,0,94,Full Time,2014
17.0,2014-08-23 17:40:00,+10:00,2014-08-23 19:40:00,2560,8,West Coast,Melbourne,18,2018-06-26 12:17:58,0,5,100,11,17,Round 22,11,1408786800,Subiaco,West Coast,53,22,2014,0,119,Full Time,2014
6.0,2014-08-24 13:10:00,+10:00,2014-08-24 13:10:00,2561,15,Brisbane Lions,Fremantle,6,2018-06-26 12:17:58,0,16,100,6,2,Round 22,12,1408849800,Gabba,Fremantle,106,22,2014,0,48,Full Time,2014
16.0,2014-08-24 15:20:00,+10:00,2014-08-24 15:20:00,2562,20,Western Bulldogs,Sydney,9,2018-06-26 12:17:58,0,10,100,16,18,Round 22,13,1408857600,Docklands,Sydney,130,22,2014,0,67,Full Time,2014
14.0,2014-08-24 16:40:00,+10:00,2014-08-24 16:40:00,2563,10,Richmond,St Kilda,15,2018-06-26 12:17:58,0,12,100,15,14,Round 22,8,1408862400,M.C.G.,Richmond,72,22,2014,0,98,Full Time,2014
10.0,2014-08-29 19:50:00,+10:00,2014-08-29 19:50:00,2564,18,Collingwood,Hawthorn,8,2018-06-26 12:17:58,0,13,100,10,4,Round 23,8,1409305800,M.C.G.,Hawthorn,121,23,2014,0,56,Full Time,2014
,2014-08-30 13:45:00,+10:00,2014-08-30 13:45:00,2565,13,Carlton,Essendon,14,2018-06-26 12:17:58,0,12,100,5,3,Round 23,6,1409370300,M.C.G.,,90,23,2014,0,90,Full Time,2014
6.0,2014-08-30 13:10:00,+10:00,2014-08-30 15:10:00,2566,14,Fremantle,Port Adelaide,16,2018-06-26 12:17:58,0,13,100,13,6,Round 23,9,1409375400,Subiaco,Fremantle,97,23,2014,0,105,Full Time,2014
14.0,2014-08-30 16:40:00,+10:00,2014-08-30 16:40:00,2567,10,Sydney,Richmond,9,2018-06-26 12:17:58,0,8,100,14,16,Round 23,11,1409380800,Stadium Australia,Richmond,68,23,2014,0,65,Full Time,2014
7.0,2014-08-30 19:40:00,+10:00,2014-08-30 19:40:00,2568,12,Geelong,Brisbane Lions,21,2018-06-26 12:17:58,0,9,100,2,7,Round 23,17,1409391600,GMHBA Stadium,Geelong,81,23,2014,0,143,Full Time,2014
12.0,2014-08-30 19:40:00,+10:00,2014-08-30 19:40:00,2569,14,North Melbourne,Melbourne,19,2018-06-26 12:17:58,0,9,100,11,12,Round 23,9,1409391600,Docklands,North Melbourne,93,23,2014,0,123,Full Time,2014
17.0,2014-08-31 13:10:00,+10:00,2014-08-31 13:10:00,2570,23,Gold Coast,West Coast,15,2018-06-26 12:17:58,0,13,100,17,8,Round 23,9,1409454600,Carrara,West Coast,151,23,2014,0,99,Full Time,2014
1.0,2014-08-31 14:50:00,+10:00,2014-08-31 15:20:00,2571,9,Adelaide,St Kilda,22,2018-06-26 12:17:58,0,8,100,15,1,Round 23,9,1409462400,Adelaide Oval,Adelaide,62,23,2014,0,141,Full Time,2014
9.0,2014-08-31 16:40:00,+10:00,2014-08-31 16:40:00,2572,18,Western Bulldogs,Greater Western Sydney,15,2018-06-26 12:17:58,0,7,100,9,18,Round 23,19,1409467200,Docklands,Greater Western Sydney,115,23,2014,0,109,Full Time,2014
10.0,2014-09-05 19:50:00,+10:00,2014-09-05 19:50:00,2573,10,Hawthorn,Geelong,15,2018-06-26 12:17:58,0,8,100,7,10,Finals Week 1,14,1409910600,M.C.G.,Hawthorn,68,24,2014,3,104,Full Time,2014
16.0,2014-09-06 14:45:00,+10:00,2014-09-06 14:45:00,2574,10,Sydney,Fremantle,13,2018-06-26 12:17:58,0,9,100,6,16,Finals Week 1,15,1409978700,Stadium Australia,Sydney,69,24,2014,3,93,Full Time,2014
12.0,2014-09-06 19:15:00,+10:00,2014-09-06 19:15:00,2586,12,North Melbourne,Essendon,14,2018-06-26 12:17:59,0,9,100,5,12,Finals Week 1,9,1409994900,M.C.G.,North Melbourne,81,24,2014,2,93,Full Time,2014
13.0,2014-09-07 14:50:00,+10:00,2014-09-07 15:20:00,2587,11,Port Adelaide,Richmond,20,2018-06-26 12:17:59,0,9,100,14,13,Finals Week 1,12,1410067200,Adelaide Oval,Port Adelaide,75,24,2014,2,132,Full Time,2014
12.0,2014-09-12 19:50:00,+10:00,2014-09-12 19:50:00,2588,14,Geelong,North Melbourne,13,2018-06-26 12:17:59,0,14,100,12,7,Semi-Finals,14,1410515400,M.C.G.,North Melbourne,98,25,2014,4,92,Full Time,2014
13.0,2014-09-13 17:45:00,+10:00,2014-09-13 19:45:00,2589,15,Fremantle,Port Adelaide,11,2018-06-26 12:17:59,0,15,100,13,6,Semi-Finals,17,1410601500,Subiaco,Port Adelaide,105,25,2014,4,83,Full Time,2014
16.0,2014-09-19 19:50:00,+10:00,2014-09-19 19:50:00,2590,9,Sydney,North Melbourne,19,2018-06-26 12:17:59,0,11,100,12,16,Preliminary Finals,22,1411120200,Stadium Australia,Sydney,65,26,2014,5,136,Full Time,2014
10.0,2014-09-20 16:45:00,+10:00,2014-09-20 16:45:00,2591,13,Hawthorn,Port Adelaide,15,2018-06-26 12:17:59,0,16,100,13,10,Preliminary Finals,7,1411195500,M.C.G.,Hawthorn,94,26,2014,5,97,Full Time,2014
10.0,2014-09-27 14:30:00,+10:00,2014-09-27 14:30:00,2592,21,Sydney,Hawthorn,11,2018-06-26 12:17:59,1,11,100,10,16,Grand Final,8,1411792200,M.C.G.,Hawthorn,137,27,2014,6,74,Full Time,2014
14.0,2015-04-02 19:20:00,+11:00,2015-04-02 19:20:00,2603,15,Carlton,Richmond,11,2018-06-26 12:18:15,0,15,100,14,3,Round 1,12,1427962800,M.C.G.,Richmond,105,1,2015,0,78,Full Time,2015
11.0,2015-04-04 13:40:00,+11:00,2015-04-04 13:40:00,2604,13,Melbourne,Gold Coast,17,2018-06-26 12:18:15,0,11,100,8,11,Round 1,13,1428115200,M.C.G.,Melbourne,89,1,2015,0,115,Full Time,2015
16.0,2015-04-04 16:35:00,+11:00,2015-04-04 16:35:00,2605,9,Sydney,Essendon,10,2018-06-26 12:18:15,0,6,100,5,16,Round 1,12,1428125700,Stadium Australia,Sydney,60,1,2015,0,72,Full Time,2015
4.0,2015-04-04 18:20:00,+11:00,2015-04-04 19:20:00,2606,12,Brisbane Lions,Collingwood,11,2018-06-26 12:18:15,0,14,100,4,2,Round 1,8,1428135600,Gabba,Collingwood,86,1,2015,0,74,Full Time,2015
18.0,2015-04-04 19:20:00,+11:00,2015-04-04 19:20:00,2607,14,Western Bulldogs,West Coast,14,2018-06-26 12:18:15,0,3,100,17,18,Round 1,13,1428135600,Docklands,Western Bulldogs,87,1,2015,0,97,Full Time,2015
9.0,2015-04-05 13:10:00,+10:00,2015-04-05 13:10:00,2613,12,St Kilda,Greater Western Sydney,11,2018-06-26 12:18:15,0,15,100,9,15,Round 1,12,1428203400,Docklands,Greater Western Sydney,87,1,2015,0,78,Full Time,2015
1.0,2015-04-05 14:50:00,+10:00,2015-04-05 15:20:00,2614,9,Adelaide,North Melbourne,21,2018-06-26 12:18:15,0,9,100,12,1,Round 1,14,1428211200,Adelaide Oval,Adelaide,63,1,2015,0,140,Full Time,2015
6.0,2015-04-05 16:40:00,+10:00,2015-04-05 18:40:00,2615,10,Fremantle,Port Adelaide,11,2018-06-26 12:18:15,0,8,100,13,6,Round 1,9,1428223200,Subiaco,Fremantle,68,1,2015,0,75,Full Time,2015
10.0,2015-04-06 15:20:00,+10:00,2015-04-06 15:20:00,2616,8,Hawthorn,Geelong,17,2018-06-26 12:18:15,0,13,100,7,10,Round 1,21,1428297600,M.C.G.,Hawthorn,61,1,2015,0,123,Full Time,2015
17.0,2015-04-10 18:10:00,+10:00,2015-04-10 20:10:00,2617,9,West Coast,Carlton,20,2018-06-26 12:18:15,0,8,100,3,17,Round 2,11,1428660600,Subiaco,West Coast,62,2,2015,0,131,Full Time,2015
18.0,2015-04-11 13:45:00,+10:00,2015-04-11 13:45:00,2618,12,Richmond,Western Bulldogs,9,2018-06-26 12:18:15,0,13,100,18,14,Round 2,12,1428723900,M.C.G.,Western Bulldogs,85,2,2015,0,66,Full Time,2015
9.0,2015-04-11 14:10:00,+10:00,2015-04-11 14:10:00,2619,8,Greater Western Sydney,Melbourne,15,2018-06-26 12:18:15,0,8,100,11,9,Round 2,11,1428725400,UNSW Canberra Oval,Greater Western Sydney,56,2,2015,0,101,Full Time,2015
1.0,2015-04-11 16:35:00,+10:00,2015-04-11 16:35:00,2620,12,Collingwood,Adelaide,9,2018-06-26 12:18:15,0,18,100,1,4,Round 2,9,1428734100,Docklands,Adelaide,90,2,2015,0,63,Full Time,2015
15.0,2015-04-11 19:20:00,+10:00,2015-04-11 19:20:00,2621,16,Gold Coast,St Kilda,10,2018-06-26 12:18:15,0,8,100,15,8,Round 2,16,1428744000,Carrara,St Kilda,104,2,2015,0,76,Full Time,2015
16.0,2015-04-11 19:10:00,+10:00,2015-04-11 19:40:00,2622,14,Port Adelaide,Sydney,6,2018-06-26 12:18:15,0,8,100,16,13,Round 2,8,1428745200,Adelaide Oval,Sydney,92,2,2015,0,44,Full Time,2015
6.0,2015-04-12 13:10:00,+10:00,2015-04-12 13:10:00,2638,15,Geelong,Fremantle,9,2018-06-26 12:18:15,0,14,100,6,7,Round 2,6,1428808200,GMHBA Stadium,Fremantle,104,2,2015,0,60,Full Time,2015
5.0,2015-04-12 15:20:00,+10:00,2015-04-12 15:20:00,2639,11,Essendon,Hawthorn,12,2018-06-26 12:18:15,0,10,100,10,5,Round 2,6,1428816000,M.C.G.,Essendon,76,2,2015,0,78,Full Time,2015
12.0,2015-04-12 16:40:00,+10:00,2015-04-12 16:40:00,2640,7,North Melbourne,Brisbane Lions,20,2018-06-26 12:18:15,0,9,100,2,12,Round 2,13,1428820800,Docklands,North Melbourne,51,2,2015,0,133,Full Time,2015
4.0,2015-04-17 19:50:00,+10:00,2015-04-17 19:50:00,2641,10,Collingwood,St Kilda,21,2018-06-26 12:18:15,0,6,100,15,4,Round 3,14,1429264200,M.C.G.,Collingwood,66,3,2015,0,140,Full Time,2015
5.0,2015-04-18 13:45:00,+10:00,2015-04-18 13:45:00,2642,16,Carlton,Essendon,11,2018-06-26 12:18:16,0,9,100,5,3,Round 3,18,1429328700,M.C.G.,Essendon,105,3,2015,0,84,Full Time,2015
1.0,2015-04-18 13:40:00,+10:00,2015-04-18 14:10:00,2654,7,Adelaide,Melbourne,12,2018-06-26 12:18:16,0,13,100,11,1,Round 3,8,1429330200,Adelaide Oval,Adelaide,55,3,2015,0,80,Full Time,2015
16.0,2015-04-18 16:35:00,+10:00,2015-04-18 16:35:00,2655,12,Sydney,Greater Western Sydney,16,2018-06-26 12:18:16,0,18,100,9,16,Round 3,15,1429338900,S.C.G.,Sydney,90,3,2015,0,111,Full Time,2015
14.0,2015-04-18 19:20:00,+10:00,2015-04-18 19:20:00,2657,21,Brisbane Lions,Richmond,8,2018-06-26 12:18:16,0,11,100,14,2,Round 3,10,1429348800,Gabba,Richmond,137,3,2015,0,58,Full Time,2015
13.0,2015-04-18 19:20:00,+10:00,2015-04-18 19:20:00,2656,17,North Melbourne,Port Adelaide,16,2018-06-26 12:18:16,0,11,100,13,12,Round 3,9,1429348800,Docklands,Port Adelaide,113,3,2015,0,105,Full Time,2015
10.0,2015-04-19 13:10:00,+10:00,2015-04-19 13:10:00,2658,8,Hawthorn,Western Bulldogs,19,2018-06-26 12:18:16,0,9,100,18,10,Round 3,13,1429413000,University of Tasmania Stadium,Hawthorn,57,3,2015,0,127,Full Time,2015
7.0,2015-04-19 15:20:00,+10:00,2015-04-19 15:20:00,2659,13,Geelong,Gold Coast,16,2018-06-26 12:18:16,0,18,100,8,7,Round 3,9,1429420800,GMHBA Stadium,Geelong,96,3,2015,0,105,Full Time,2015
6.0,2015-04-19 14:40:00,+10:00,2015-04-19 16:40:00,2660,17,West Coast,Fremantle,12,2018-06-26 12:18:16,0,9,100,6,17,Round 3,9,1429425600,Subiaco,Fremantle,111,3,2015,0,81,Full Time,2015
11.0,2015-04-24 19:50:00,+10:00,2015-04-24 19:50:00,2661,12,Richmond,Melbourne,6,2018-06-26 12:18:16,0,11,100,11,14,Round 4,15,1429869000,M.C.G.,Melbourne,83,4,2015,0,51,Full Time,2015
3.0,2015-04-25 13:10:00,+10:00,2015-04-25 11:10:00,2662,18,St Kilda,Carlton,12,2018-06-26 12:18:16,0,13,100,3,15,Round 4,9,1429924200,Wellington,Carlton,121,4,2015,0,81,Full Time,2015
4.0,2015-04-25 14:40:00,+10:00,2015-04-25 14:40:00,2665,9,Essendon,Collingwood,6,2018-06-26 12:18:16,0,15,100,4,5,Round 4,13,1429936800,M.C.G.,Collingwood,69,4,2015,0,49,Full Time,2015
9.0,2015-04-25 17:40:00,+10:00,2015-04-25 17:40:00,2666,7,Greater Western Sydney,Gold Coast,16,2018-06-26 12:18:16,0,11,100,8,9,Round 4,23,1429947600,UNSW Canberra Oval,Greater Western Sydney,53,4,2015,0,119,Full Time,2015
13.0,2015-04-25 19:10:00,+10:00,2015-04-25 19:40:00,2667,13,Port Adelaide,Hawthorn,15,2018-06-26 12:18:16,0,13,100,10,13,Round 4,9,1429954800,Adelaide Oval,Port Adelaide,91,4,2015,0,99,Full Time,2015
6.0,2015-04-25 18:45:00,+10:00,2015-04-25 20:45:00,2668,8,Fremantle,Sydney,11,2018-06-26 12:18:16,0,12,100,16,6,Round 4,8,1429958700,Subiaco,Fremantle,60,4,2015,0,74,Full Time,2015
17.0,2015-04-26 13:10:00,+10:00,2015-04-26 13:10:00,2669,17,Brisbane Lions,West Coast,9,2018-06-26 12:18:16,0,16,100,17,2,Round 4,11,1430017800,Gabba,West Coast,118,4,2015,0,65,Full Time,2015
12.0,2015-04-26 15:20:00,+10:00,2015-04-26 15:20:00,2670,12,Geelong,North Melbourne,9,2018-06-26 12:18:16,0,11,100,12,7,Round 4,13,1430025600,GMHBA Stadium,North Melbourne,83,4,2015,0,67,Full Time,2015
18.0,2015-04-26 16:40:00,+10:00,2015-04-26 16:40:00,2671,10,Western Bulldogs,Adelaide,18,2018-06-26 12:18:16,0,8,100,1,18,Round 4,17,1430030400,Docklands,Western Bulldogs,68,4,2015,0,125,Full Time,2015
4.0,2015-05-01 19:50:00,+10:00,2015-05-01 19:50:00,2672,18,Carlton,Collingwood,6,2018-06-26 12:18:16,0,12,100,4,3,Round 5,9,1430473800,M.C.G.,Collingwood,120,5,2015,0,45,Full Time,2015
